INECode,IdescatCode,Municipality,brand,province,x,y,beds,beds_by_apartment,Population,Income_Household,Income_Person,Perc_Foreing,Perc_Older65,Rental2020,Rental2019,Rental2018,Rental2017,Rental2016,Rental2015,rental_incr,Perc_TuristicHouseholds_INE,TuristicHousehold,SUP_MUNI,ORSUP_MUNI,airbnb,total_homesCat2011,DataHippo_numAirbnb_10m,perc_AirbnbOk
43165,431652,Vilabella,Costa Daurada,Tarragona,349530.396340885,4560680.5012678,11.00,11.00,729.00,32011.00,12329.00,10.97,24.00,321.43,344.83,,,,,NA,0.23,1.00,"18,19",B,3,,6,NA
43166,431665,Vilallonga del Camp,Costa Daurada,Tarragona,343723.639161225,4560680.5012678,0.00,,2405.00,32355.00,11952.00,12.10,13.70,428.26,449.78,439.96,384.43,370.14,397.68,7.69,0,0.00,"9,04",B,0,829,0,0.00
43167,431671,Vilanova d'Escornalbou,Costa Daurada,Tarragona,303076.338903601,4537453.47254916,50.00,6.25,565.00,28029.00,10897.00,11.50,19.90,421.67,473.50,,379.17,,,NA,3.43,8.00,"17,16",B,5,,6,NA
43168,431687,Vilanova de Prades,Costa Daurada,Tarragona,326303.367622243,4578100.77280678,8.00,4.00,107.00,22990.00,9432.00,12.15,23.10,,,,,,,NA,1.31,2.00,"21,52",B,0,,0,NA
43169,431690,Vilaplana,Costa Daurada,Tarragona,326303.367622243,4566487.25844746,23.00,5.75,555.00,33957.00,13701.00,10.81,21.30,,,,,,,NA,1.2,4.00,"23,2",B,5,,10,NA
43172,431726,Vilaverd,Costa Daurada,Tarragona,343723.639161225,4578100.77280678,6.00,6.00,443.00,28468.00,11703.00,11.74,18.20,,,,,,,NA,0.3,1.00,"12,61",B,1,,2,NA
43173,431732,"Vilella Alta, La",Costa Daurada,Tarragona,308883.096083262,4566487.25844746,8.00,8.00,133.00,27154.00,10263.00,09.02,27.90,,,,,,,NA,0.82,1.00,"5,15",B,1,,2,NA
43174,431747,"Vilella Baixa, La",Costa Daurada,Tarragona,297269.581723941,4566487.25844746,64.00,4.92,204.00,26893.00,12042.00,13.73,26.60,,,,,,,NA,5.49,13.00,"5,62",B,4,,6,NA
43176,431763,Vimbodí i Poblet,Costa Daurada,Tarragona,332110.124801904,4583907.52998644,89.00,5.56,890.00,29718.00,12225.00,6.85,28.40,,372.50,390.91,311.00,340.00,,NA,2.17,16.00,"66,05",B,17,409,20,4.89
43178,431785,Vinyols i els Arcs,Costa Daurada,Tarragona,297269.581723941,4525839.95818984,160.00,5.00,2124.00,32011.00,12835.00,15.58,15.20,483.13,469.12,446.52,431.37,390.79,397.10,21.66,02.03,32.00,"10,78",B,35,771,64,8.30
8002,80023,Aguilar de Segarra,Paisatges de Barcelona,Barcelona,343723.639161225,4659395.37332203,0.00,,282.00,40762.00,14230.00,3.19,19.90,,,,,,,NA,0,0.00,"43,3",B,0,,1,NA
8004,80044,Alpens,Paisatges de Barcelona,Barcelona,407597.968137491,4671008.88768135,51.00,6.38,261.00,34583.00,14399.00,8.43,16.90,344.44,,338.33,,,,NA,3.2,8.00,"13,84",B,6,,13,NA
8008,80082,Argençola,Paisatges de Barcelona,Barcelona,343723.639161225,4636168.34460339,0.00,,219.00,33848.00,12519.00,7.76,19.80,,,,,,,NA,0,0.00,"47,08",B,4,,7,NA
8010,80109,Artés,Paisatges de Barcelona,Barcelona,395984.45377817,4641975.10178305,6.00,6.00,5762.00,34473.00,13111.00,11.04,17.70,375.52,376.12,377.55,338.25,324.41,308.49,21.73,0.04,1.00,"17,87",B,4,2093,6,0.29
8012,80121,Avinyó,Paisatges de Barcelona,Barcelona,413404.725317151,4636168.34460339,24.00,4.80,2289.00,32965.00,12601.00,11.01,20.20,446.91,408.22,344.97,339.13,295.53,294.62,51.69,0.44,5.00,"63,23",B,7,873,9,01.03
8017,80174,Balenyà,Paisatges de Barcelona,Barcelona,419211.482496812,4641975.10178305,13.00,3.25,3840.00,31361.00,11671.00,12.29,15.70,488.18,500.26,474.38,452.51,414.21,358.84,36.04,0.24,4.00,"17,37",B,4,1392,4,0.29
8018,80180,Balsareny,Paisatges de Barcelona,Barcelona,390177.696598509,4647781.85896271,50.00,10.00,3192.00,32231.00,12891.00,7.89,22.30,423.02,390.80,374.91,396.00,315.38,341.40,23.91,0.29,5.00,"36,91",B,3,1374,7,0.51
8021,80214,Bellprat,Paisatges de Barcelona,Barcelona,366950.667879867,4601327.80152543,0.00,,64.00,,,4.69,.,,,,,,,NA,0,0.00,"31,14",B,4,,6,NA
8025,80253,"Bruc, El",Paisatges de Barcelona,Barcelona,384370.939418849,4618748.07306441,80.00,7.27,2110.00,37220.00,14057.00,7.73,12.80,594.06,587.76,673.52,599.32,649.67,588.04,01.02,01.03,11.00,"47,26",B,19,729,32,4.39
8026,80266,"Brull, El",Paisatges de Barcelona,Barcelona,436631.754035793,4630361.58742373,12.00,6.00,258.00,49528.00,15032.00,6.20,15.90,,,,,,,NA,1.43,2.00,"41,05",B,2,,2,NA
8028,80288,Cabrera d'Anoia,Paisatges de Barcelona,Barcelona,390177.696598509,4595521.04434576,47.00,7.83,1482.00,27488.00,11096.00,10.80,14.30,604.12,522.67,729.62,597.27,534.19,527.92,14.43,0.54,6.00,"17,02",B,5,526,7,1.33
8031,80312,Calaf,Paisatges de Barcelona,Barcelona,343723.639161225,4653588.61614237,4.00,4.00,3656.00,29353.00,11242.00,24.48,20.50,320.95,312.81,310.50,314.94,269.14,288.67,11.18,0.06,1.00,"9,23",B,2,1431,5,0.35
8034,80348,Calders,Paisatges de Barcelona,Barcelona,407597.968137491,4630361.58742373,16.00,16.00,1045.00,37569.00,14053.00,5.74,18.40,536.71,434.83,429.09,439.69,588.46,371.00,44.67,0.17,1.00,"33,09",B,1,,3,NA
8037,80370,Calldetenes,Paisatges de Barcelona,Barcelona,430824.996856133,4647781.85896271,18.00,4.50,2513.00,37496.00,13569.00,6.45,16.90,577.41,546.68,507.48,472.02,430.44,408.88,41.22,0.42,4.00,"5,8",B,2,917,2,0.22
8038,80386,Callús,Paisatges de Barcelona,Barcelona,361143.910700207,4659395.37332203,2.00,2.00,2129.00,31424.00,12548.00,11.13,16.70,380.76,352.07,345.69,361.92,354.65,389.54,-2.25,0.11,1.00,"12,5",B,1,740,1,0.14
8036,80364,Calonge de Segarra,Paisatges de Barcelona,Barcelona,366950.667879867,4630361.58742373,0.00,,188.00,43783.00,12608.00,2.13,26.20,,,,,,,NA,0,0.00,"37,11",B,5,,20,NA
8044,80446,Capellades,Paisatges de Barcelona,Barcelona,372757.425059528,4618748.07306441,44.00,6.29,5342.00,32468.00,12800.00,9.66,21.30,483.70,455.04,437.39,408.81,357.25,332.09,45.65,0.27,7.00,"2,92",M,3,2123,14,0.66
8047,80478,Cardona,Paisatges de Barcelona,Barcelona,372757.425059528,4653588.61614237,147.00,7.00,4639.00,33076.00,13377.00,7.52,26.80,331.11,298.01,298.43,307.13,287.91,270.01,22.63,0.8,21.00,"66,7",B,17,1963,36,1.83
8048,80484,Carme,Paisatges de Barcelona,Barcelona,378564.182239188,4607134.55870509,20.00,10.00,785.00,43657.00,16364.00,12.74,21.40,396.25,302.14,350.00,405.63,,405.83,-2.36,0.41,2.00,"11,56",B,3,,3,NA
8053,80538,Castellbell i el Vilar,Paisatges de Barcelona,Barcelona,401791.21095783,4612941.31588475,50.00,7.14,3719.00,29057.00,11497.00,8.85,18.70,442.28,470.16,450.34,447.01,408.52,457.43,-3.31,0.33,7.00,"28,47",B,15,1339,20,1.49
8055,80556,Castellcir,Paisatges de Barcelona,Barcelona,378564.182239188,4659395.37332203,8.00,8.00,742.00,22236.00,8407.00,10.24,11.30,620.36,631.25,503.75,480.00,603.13,688.89,-9.95,0.35,1.00,"34,18",B,3,,4,NA
8060,80608,Castellfollit de Riubregós,Paisatges de Barcelona,Barcelona,337916.881981564,4659395.37332203,0.00,,162.00,30351.00,13230.00,03.09,26.90,,,,,,,NA,0,0.00,"26,16",B,2,,5,NA
8059,80594,Castellfollit del Boix,Paisatges de Barcelona,Barcelona,366950.667879867,4636168.34460339,4.00,4.00,447.00,34435.00,12354.00,4.70,19.80,,,,,,,NA,0.35,1.00,"58,91",B,4,,10,NA
8061,80615,Castellgalí,Paisatges de Barcelona,Barcelona,384370.939418849,4630361.58742373,0.00,,2119.00,33175.00,12673.00,5.99,17.60,614.18,574.00,566.71,494.80,483.57,421.36,45.76,0,0.00,"17,21",B,2,735,2,0.27
8062,80620,Castellnou de Bages,Paisatges de Barcelona,Barcelona,390177.696598509,4641975.10178305,38.00,7.60,1437.00,40922.00,13920.00,9.39,13.70,,,,,588.76,,NA,0.95,5.00,"29,16",B,2,419,4,0.95
8063,80636,Castellolí,Paisatges de Barcelona,Barcelona,384370.939418849,4612941.31588475,0.00,,626.00,43621.00,15502.00,4.47,17.30,640.71,,721.86,,,,NA,0,0.00,"25,34",M,0,,0,NA
8064,80641,Castellterçol,Paisatges de Barcelona,Barcelona,407597.968137491,4636168.34460339,45.00,7.50,2548.00,31599.00,12988.00,13.27,21.40,511.50,506.60,457.43,425.40,422.77,415.58,23.08,0.37,6.00,"31,9",B,20,937,37,3.95
8067,80673,Centelles,Paisatges de Barcelona,Barcelona,419211.482496812,4636168.34460339,36.00,12.00,7513.00,32752.00,12934.00,8.15,18.80,547.11,520.87,498.98,479.07,433.84,404.23,35.35,0.09,3.00,"15,18",B,4,2960,5,0.17
8070,80706,Collsuspina,Paisatges de Barcelona,Barcelona,425018.239676472,4636168.34460339,14.00,4.67,359.00,35959.00,13790.00,3.62,18.90,,,,,,,NA,1.67,3.00,"15,06",B,0,,1,NA
8071,80713,Copons,Paisatges de Barcelona,Barcelona,366950.667879867,4618748.07306441,14.00,7.00,321.00,34954.00,13338.00,2.80,21.20,,,,,,,NA,1.18,2.00,"18,69",M,0,,0,NA
17063,170638,Espinelves,Paisatges de Barcelona,Girona,448245.268395114,4636168.34460339,35.00,7.00,221.00,37500.00,16201.00,4.52,20.90,540.00,377.14,450.00,403.33,,397.50,35.85,4.2,5.00,"17,43",B,0,,4,NA
8254,82541,"Esquirol, L'",Paisatges de Barcelona,Barcelona,436631.754035793,4659395.37332203,62.00,6.89,2186.00,36786.00,14427.00,6.95,23.30,426.84,412.98,391.85,389.12,371.98,376.00,13.52,0.77,9.00,"61,83",B,5,824,7,0.85
8079,80790,"Estany, L'",Paisatges de Barcelona,Barcelona,407597.968137491,4647781.85896271,3.00,3.00,408.00,34469.00,14105.00,4.41,28.30,553.57,660.71,434.44,462.86,485.83,,NA,0.31,1.00,"10,25",B,1,,2,NA
8083,80832,Folgueroles,Paisatges de Barcelona,Barcelona,436631.754035793,4647781.85896271,0.00,,2265.00,40591.00,14083.00,3.89,15.10,529.42,484.26,474.81,456.48,424.35,419.11,26.32,0,0.00,"10,47",B,2,781,2,0.26
8084,80847,Fonollosa,Paisatges de Barcelona,Barcelona,372757.425059528,4641975.10178305,28.00,5.60,1459.00,36745.00,13313.00,5.41,19.60,,593.89,,672.22,543.89,,NA,0.64,5.00,"51,67",B,8,513,14,2.73
8090,80902,Gaià,Paisatges de Barcelona,Barcelona,401791.21095783,4647781.85896271,20.00,20.00,183.00,33982.00,12487.00,9.29,14.50,,,,,,,NA,0.77,1.00,"39,48",B,2,,6,NA
8095,80958,Granera,Paisatges de Barcelona,Barcelona,401791.21095783,4636168.34460339,23.00,7.67,77.00,,,6.49,.,,,,,,,NA,3.3,3.00,"23,73",B,3,,4,NA
8100,81000,Gurb,Paisatges de Barcelona,Barcelona,419211.482496812,4653588.61614237,34.00,11.33,2713.00,57370.00,17024.00,4.46,16.60,670.00,597.00,533.89,614.17,574.00,560.00,19.64,0.38,3.00,"51,56",B,7,757,11,1.45
8162,81629,"Hostalets de Pierola, Els",Paisatges de Barcelona,Barcelona,378564.182239188,4618748.07306441,0.00,,2980.00,32738.00,12313.00,12.05,14.00,585.00,544.03,602.13,504.83,461.68,483.70,20.94,0,0.00,"33,47",B,2,1092,2,0.18
8102,81022,Igualada,Paisatges de Barcelona,Barcelona,366950.667879867,4624554.83024407,62.00,3.44,40742.00,32369.00,12505.00,16.51,19.50,492.24,481.80,447.84,416.74,368.47,343.75,43.20,0.09,18.00,"8,11",B,28,15688,31,0.20
8103,81038,Jorba,Paisatges de Barcelona,Barcelona,372757.425059528,4612941.31588475,37.00,9.25,833.00,35763.00,13571.00,4.80,13.50,581.69,493.00,511.07,442.31,428.85,353.64,64.49,0.93,4.00,"31,08",B,3,,7,NA
8104,81043,"Llacuna, La",Paisatges de Barcelona,Barcelona,372757.425059528,4595521.04434576,184.00,8.76,903.00,29424.00,12083.00,15.95,24.60,516.76,457.31,353.64,416.67,521.67,,NA,2.89,21.00,"52,23",B,11,,30,NA
8109,81094,Lluçà,Paisatges de Barcelona,Barcelona,407597.968137491,4665202.13050169,8.00,8.00,276.00,32269.00,11458.00,4.71,15.90,,,,,,,NA,0.42,1.00,"52,98",B,2,,4,NA
8111,81115,Malla,Paisatges de Barcelona,Barcelona,419211.482496812,4647781.85896271,0.00,,272.00,47171.00,16073.00,5.15,21.00,,,,,,,NA,0,0.00,"11,01",B,0,,0,NA
8112,81120,Manlleu,Paisatges de Barcelona,Barcelona,436631.754035793,4653588.61614237,2.00,1.00,20912.00,31866.00,11221.00,25.16,17.50,451.56,446.13,412.74,380.19,360.54,359.65,25.56,0.02,2.00,"17,23",B,2,7353,3,0.04
8113,81136,Manresa,Paisatges de Barcelona,Barcelona,395984.45377817,4624554.83024407,249.00,3.36,78245.00,31422.00,12389.00,22.35,20.00,483.41,469.93,432.33,396.41,363.85,344.90,40.16,0.19,74.00,"41,65",B,69,29072,77,0.26
8242,82423,Marganell,Paisatges de Barcelona,Barcelona,390177.696598509,4618748.07306441,37.00,7.40,266.00,26588.00,12661.00,09.02,21.00,,,,,471.67,,NA,2.53,5.00,"13,53",B,9,,12,NA
8116,81167,"Masies de Roda, Les",Paisatges de Barcelona,Barcelona,430824.996856133,4653588.61614237,0.00,,719.00,38954.00,13988.00,7.51,22.30,,,,,,,NA,0,0.00,"16,49",B,0,,0,NA
8117,81173,"Masies de Voltregà, Les",Paisatges de Barcelona,Barcelona,361143.910700207,4688429.15922033,0.00,,3132.00,35804.00,13242.00,6.13,17.80,490.31,457.00,462.71,384.52,355.97,380.54,28.85,0,0.00,"22,35",B,0,1138,0,0.00
8119,81192,Masquefa,Paisatges de Barcelona,Barcelona,361143.910700207,4636168.34460339,30.00,5.00,9402.00,33903.00,12127.00,8.55,14.00,585.38,607.55,566.35,569.78,506.50,473.68,23.58,0.14,6.00,"17,14",M,3,3133,4,0.13
8138,81385,Moià,Paisatges de Barcelona,Barcelona,384370.939418849,4659395.37332203,58.00,8.29,6383.00,32858.00,12337.00,16.42,16.80,463.67,488.70,457.78,454.01,412.15,391.05,18.57,0.2,7.00,"75,31",B,9,2144,23,01.07
8128,81287,Monistrol de Calders,Paisatges de Barcelona,Barcelona,366950.667879867,4665202.13050169,18.00,6.00,702.00,28950.00,11442.00,5.70,22.30,407.93,404.17,367.15,,433.33,,NA,0.58,3.00,"21,97",B,4,,4,NA
8127,81271,Monistrol de Montserrat,Paisatges de Barcelona,Barcelona,384370.939418849,4624554.83024407,47.00,4.70,3139.00,29109.00,12201.00,15.45,19.50,433.64,469.87,403.55,423.51,359.35,331.34,30.87,0.62,10.00,"11,8",B,7,1278,10,0.78
8131,81311,Montesquiu,Paisatges de Barcelona,Barcelona,430824.996856133,4665202.13050169,0.00,,1030.00,28166.00,11916.00,12.91,20.50,400.09,340.63,363.04,378.80,295.32,316.67,26.34,0,0.00,"4,84",B,0,,0,NA
8133,81332,Montmaneu,Paisatges de Barcelona,Barcelona,361143.910700207,4612941.31588475,0.00,,151.00,43717.00,16465.00,11.26,28.60,,,,,,,NA,0,0.00,"13,74",B,1,,1,NA
8129,81290,Muntanyola,Paisatges de Barcelona,Barcelona,413404.725317151,4647781.85896271,43.00,10.75,632.00,34734.00,12631.00,5.38,13.70,778.13,851.80,539.81,587.50,,,NA,1.27,4.00,"40,3",B,10,,12,NA
8139,81398,Mura,Paisatges de Barcelona,Barcelona,366950.667879867,4653588.61614237,28.00,9.33,220.00,33829.00,13563.00,3.18,22.10,,,,,,,NA,1.26,3.00,"47,79",B,4,,5,NA
8140,81402,Navarcles,Paisatges de Barcelona,Barcelona,343723.639161225,4676815.64486101,0.00,,6057.00,33176.00,13085.00,7.59,20.30,458.49,444.25,419.46,380.69,348.83,358.90,27.75,0,0.00,"5,52",B,1,2362,1,0.04
8141,81419,Navàs,Paisatges de Barcelona,Barcelona,378564.182239188,4653588.61614237,49.00,8.17,6018.00,30979.00,12276.00,10.22,20.50,386.75,400.43,345.54,304.13,296.11,289.84,33.44,0.18,6.00,"80,62",B,1,2371,6,0.25
8143,81430,Òdena,Paisatges de Barcelona,Barcelona,349530.396340885,4647781.85896271,2.00,2.00,3668.00,33444.00,12136.00,6.62,16.70,452.57,455.19,453.69,431.25,362.16,374.85,20.73,0.06,1.00,"52,6",B,1,1292,1,0.08
8149,81496,Olost,Paisatges de Barcelona,Barcelona,407597.968137491,4659395.37332203,19.00,9.50,1202.00,33377.00,13232.00,6.49,24.30,447.50,522.92,421.15,494.29,331.43,380.00,17.76,0.33,2.00,"29,37",B,3,445,15,3.37
8150,81509,Orís,Paisatges de Barcelona,Barcelona,430824.996856133,4659395.37332203,0.00,,322.00,36164.00,13140.00,5.59,17.40,,,,,,,NA,0,0.00,"27,18",B,1,,1,NA
8151,81516,Oristà,Paisatges de Barcelona,Barcelona,384370.939418849,4665202.13050169,10.00,10.00,549.00,39089.00,13446.00,5.65,28.80,500.00,,,,,,NA,0.41,1.00,"68,49",B,1,,13,NA
8152,81521,Orpí,Paisatges de Barcelona,Barcelona,361143.910700207,4618748.07306441,11.00,5.50,151.00,34142.00,14058.00,3.97,18.20,,,,,,,NA,1.89,2.00,"15,23",B,4,,9,NA
8160,81607,Perafita,Paisatges de Barcelona,Barcelona,419211.482496812,4659395.37332203,151.00,7.95,405.00,35929.00,13573.00,9.63,26.60,436.43,,,,,,NA,7.92,19.00,"19,59",B,17,,32,NA
8161,81614,Piera,Paisatges de Barcelona,Barcelona,390177.696598509,4601327.80152543,114.00,9.50,16134.00,30464.00,11317.00,10.49,16.50,592.65,553.38,546.50,501.84,475.92,455.36,30.15,0.12,12.00,"57,19",B,15,5368,21,0.39
8165,81653,"Pobla de Claramunt, La",Paisatges de Barcelona,Barcelona,384370.939418849,4607134.55870509,4.00,4.00,2185.00,32825.00,12269.00,06.09,19.00,471.56,443.00,441.41,441.85,357.50,404.72,16.52,0.09,1.00,"18,54",M,2,816,3,0.37
8182,81825,"Pont de Vilomara i Rocafort, El",Paisatges de Barcelona,Barcelona,378564.182239188,4641975.10178305,98.00,9.80,3907.00,30307.00,11370.00,7.50,17.80,439.09,460.41,390.83,377.27,372.71,339.96,29.16,0.53,10.00,"27,41",B,7,1381,10,0.72
8171,81712,Prats de Lluçanès,Paisatges de Barcelona,Barcelona,413404.725317151,4653588.61614237,0.00,,2604.00,33384.00,13240.00,9.79,22.50,423.57,419.20,355.32,360.68,314.74,353.81,19.72,0,0.00,"13,78",B,0,972,7,0.72
8170,81705,"Prats de Rei, Els",Paisatges de Barcelona,Barcelona,372757.425059528,4624554.83024407,0.00,,537.00,29863.00,12674.00,4.47,24.40,,415.71,324.06,299.63,,,NA,0,0.00,"26,05",B,2,,7,NA
8176,81764,Pujalt,Paisatges de Barcelona,Barcelona,326303.367622243,4665202.13050169,20.00,6.67,210.00,43842.00,15038.00,9.52,22.80,,,,,,,NA,2.34,3.00,"31,48",B,3,,7,NA
8178,81786,Rajadell,Paisatges de Barcelona,Barcelona,361143.910700207,4647781.85896271,0.00,,534.00,47643.00,17123.00,3.18,21.70,486.71,415.67,620.16,512.86,403.75,461.96,5.36,0,0.00,"45,53",B,0,,0,NA
8183,81831,Roda de Ter,Paisatges de Barcelona,Barcelona,442438.511215454,4647781.85896271,16.00,4.00,6490.00,33582.00,12443.00,14.25,18.00,467.13,447.36,437.27,387.44,374.13,353.21,32.25,0.16,4.00,"2,23",M,1,2266,3,0.13
8185,81859,Rubió,Paisatges de Barcelona,Barcelona,343723.639161225,4647781.85896271,0.00,,239.00,45268.00,13854.00,3.77,23.70,,,,,,,NA,0,0.00,"47,84",B,6,,7,NA
8901,89019,Rupit i Pruit,Paisatges de Barcelona,Barcelona,454052.025574775,4653588.61614237,101.00,9.18,271.00,30834.00,12709.00,5.54,30.00,,,,,,,NA,4.44,11.00,"49,04",B,6,,10,NA
8191,81918,Sallent,Paisatges de Barcelona,Barcelona,361143.910700207,4671008.88768135,4.00,4.00,6735.00,32084.00,12891.00,8.34,25.00,428.46,386.28,420.70,337.47,331.75,341.60,25.43,0.03,1.00,"65,22",B,2,2718,5,0.18
8195,81957,Sant Agustí de Lluçanès,Paisatges de Barcelona,Barcelona,413404.725317151,4665202.13050169,0.00,,89.00,,,2.25,.,,,,,,,NA,0,0.00,"13,22",B,2,,9,NA
8199,81995,Sant Bartomeu del Grau,Paisatges de Barcelona,Barcelona,372757.425059528,4676815.64486101,22.00,7.33,884.00,33950.00,13158.00,14.82,19.60,563.75,624.29,496.67,474.44,444.50,400.29,40.84,0.71,3.00,"34,4",B,2,,5,NA
8201,82016,Sant Boi de Lluçanès,Paisatges de Barcelona,Barcelona,425018.239676472,4659395.37332203,79.00,11.29,580.00,32730.00,13452.00,10.00,25.30,,419.29,370.83,300.63,,365.00,14.87,2.16,7.00,"19,53",B,5,,6,NA
8212,82129,Sant Feliu Sasserra,Paisatges de Barcelona,Barcelona,401791.21095783,4653588.61614237,16.00,8.00,605.00,34646.00,13290.00,6.12,24.70,432.78,,,335.71,,318.89,35.71,0.52,2.00,"22,36",B,1,,3,NA
8213,82135,Sant Fruitós de Bages,Paisatges de Barcelona,Barcelona,355337.153520546,4665202.13050169,23.00,5.75,8837.00,38195.00,14317.00,8.42,15.30,526.66,496.47,485.20,419.38,409.47,433.41,21.52,0.1,4.00,"22,2",B,4,3088,5,0.16
8215,82153,Sant Hipòlit de Voltregà,Paisatges de Barcelona,Barcelona,384370.939418849,4676815.64486101,4.00,4.00,3540.00,33997.00,13173.00,11.41,18.80,451.88,464.81,432.71,397.08,351.88,335.92,34.52,0.06,1.00,"0,92",B,1,1362,1,0.07
8218,82188,Sant Joan de Vilatorrada,Paisatges de Barcelona,Barcelona,326303.367622243,4682622.40204067,12.00,6.00,10998.00,33037.00,12405.00,10.46,18.60,463.52,489.04,459.50,399.08,384.52,364.82,27.05,0.04,2.00,"16,42",B,2,,3,NA
8220,82205,Sant Julià de Vilatorta,Paisatges de Barcelona,Barcelona,442438.511215454,4641975.10178305,69.00,8.63,3140.00,45974.00,15983.00,5.38,16.80,543.13,585.10,449.77,408.65,432.96,422.82,28.45,0.57,8.00,"15,95",B,9,1060,14,1.32
8225,82251,Sant Martí d'Albars,Paisatges de Barcelona,Barcelona,401791.21095783,4665202.13050169,0.00,,114.00,40233.00,13530.00,0.88,30.10,,,,,,,NA,0,0.00,"14,73",B,2,,3,NA
8224,82248,Sant Martí de Centelles,Paisatges de Barcelona,Barcelona,407597.968137491,4641975.10178305,19.00,3.17,1184.00,30189.00,12456.00,13.34,15.40,458.70,485.84,487.13,390.44,390.75,376.59,21.80,01.08,6.00,"25,58",B,11,442,13,2.94
8226,82264,Sant Martí de Tous,Paisatges de Barcelona,Barcelona,366950.667879867,4607134.55870509,4.00,4.00,1228.00,35945.00,12808.00,3.83,18.50,,376.43,,,544.44,491.67,-23.44,0.16,1.00,"38,94",B,0,404,5,1.24
8228,82286,Sant Martí Sesgueioles,Paisatges de Barcelona,Barcelona,349530.396340885,4641975.10178305,20.00,20.00,342.00,31474.00,12112.00,0.88,19.90,,,,,333.33,,NA,0.48,1.00,"3,87",B,0,,0,NA
8229,82299,Sant Mateu de Bages,Paisatges de Barcelona,Barcelona,361143.910700207,4653588.61614237,23.00,11.50,608.00,34008.00,13842.00,4.11,32.60,578.00,528.00,,,480.00,382.83,50.98,0.58,2.00,"102,97",B,5,,12,NA
8233,82331,Sant Pere de Torelló,Paisatges de Barcelona,Barcelona,442438.511215454,4659395.37332203,49.00,7.00,2470.00,33394.00,12936.00,11.38,20.60,343.70,429.88,342.21,325.56,329.20,357.66,-3.90,0.61,7.00,"55,07",B,8,992,10,01.01
8189,81897,Sant Pere Sallavinera,Paisatges de Barcelona,Barcelona,372757.425059528,4630361.58742373,0.00,,151.00,41046.00,14659.00,3.97,26.90,,,,,,,NA,0,0.00,"22,02",M,0,,2,NA
8237,82378,Sant Quirze de Besora,Paisatges de Barcelona,Barcelona,413404.725317151,4671008.88768135,15.00,5.00,2154.00,32332.00,13131.00,10.54,26.40,358.91,411.84,384.79,373.96,356.71,356.43,0.70,0.25,3.00,"8,09",B,2,909,3,0.33
8239,82397,Sant Quirze Safaja,Paisatges de Barcelona,Barcelona,425018.239676472,4624554.83024407,32.00,8.00,631.00,48644.00,18921.00,6.81,12.70,565.00,666.18,615.00,611.79,490.00,512.50,10.24,01.01,4.00,"26,21",B,1,,2,NA
8241,82418,Sant Sadurní d'Osormort,Paisatges de Barcelona,Barcelona,448245.268395114,4641975.10178305,0.00,,76.00,,,3.95,.,,,,,383.13,320.00,19.73,0,0.00,"30,6",B,1,,1,NA
8098,80983,Sant Salvador de Guardiola,Paisatges de Barcelona,Barcelona,366950.667879867,4641975.10178305,13.00,6.50,3221.00,35035.00,12839.00,7.11,18.30,559.62,594.50,534.76,572.32,578.96,502.83,11.29,0.13,2.00,"37,15",B,3,1056,9,0.85
8262,82628,Sant Vicenç de Castellet,Paisatges de Barcelona,Barcelona,366950.667879867,4647781.85896271,2.00,2.00,9767.00,29320.00,11441.00,15.38,18.40,479.11,482.72,431.91,390.12,369.95,342.04,40.07,0.02,1.00,"17,13",B,7,3646,8,0.22
8265,82652,Sant Vicenç de Torelló,Paisatges de Barcelona,Barcelona,419211.482496812,4665202.13050169,10.00,10.00,2058.00,36506.00,13821.00,07.05,18.00,435.88,430.17,394.97,323.89,309.00,311.22,40.06,0.1,1.00,"6,55",B,8,791,8,01.01
8243,82439,Santa Cecília de Voltregà,Paisatges de Barcelona,Barcelona,413404.725317151,4659395.37332203,0.00,,182.00,53480.00,16389.00,1.10,19.70,,,,,,,NA,0,0.00,"8,63",B,0,,0,NA
8246,82460,Santa Eugènia de Berga,Paisatges de Barcelona,Barcelona,436631.754035793,4641975.10178305,0.00,,2278.00,34267.00,12729.00,11.50,17.30,540.37,502.78,497.59,515.37,461.77,437.81,23.43,0,0.00,"7,01",B,0,839,1,0.12
8247,82476,Santa Eulàlia de Riuprimer,Paisatges de Barcelona,Barcelona,425018.239676472,4641975.10178305,4.00,4.00,1383.00,37620.00,13417.00,7.23,15.40,688.33,532.40,483.92,493.06,473.75,427.19,61.13,0.18,1.00,"13,82",B,0,428,3,0.70
8250,82508,Santa Margarida de Montbui,Paisatges de Barcelona,Barcelona,337916.881981564,4641975.10178305,14.00,7.00,10225.00,27060.00,10011.00,13.50,17.50,410.85,421.26,382.25,354.77,325.16,320.39,28.23,0.04,2.00,"27,52",B,14,3657,14,0.38
8258,82589,Santa Maria d'Oló,Paisatges de Barcelona,Barcelona,343723.639161225,4688429.15922033,0.00,,1024.00,31029.00,12300.00,7.32,25.00,557.50,417.50,396.08,460.91,,,NA,0,0.00,"66,21",B,0,376,0,0.00
8253,82536,Santa Maria de Besora,Paisatges de Barcelona,Barcelona,436631.754035793,4665202.13050169,21.00,10.50,161.00,28273.00,12344.00,4.35,27.30,,,,,,,NA,1.94,2.00,"24,67",B,3,,6,NA
