INECode,IdescatCode,Municipality,brand,province,x,y,beds,beds_by_apartment,Population,Income_Household,Income_Person,Perc_Foreing,Perc_Older65,Rental2020,Rental2019,Rental2018,Rental2017,Rental2016,Rental2015,rental_incr,Perc_TuristicHouseholds_INE,TuristicHousehold,SUP_MUNI,ORSUP_MUNI,airbnb,total_homesCat2011,DataHippo_numAirbnb_10m,perc_AirbnbOk
17071,170715,Fontcoberta,Costa Brava,Girona,483085.811473078,4665202.13050169,110.00,12.22,1469.00,41295.00,13475.00,5.24,15.90,,,,634.29,,,NA,1.77,9.00,"17,08",M,5,476,14,2.94
17902,179026,Forallac,Costa Brava,Girona,506312.84019172,4641975.10178305,347.00,7.71,1695.00,37429.00,13749.00,11.03,20.10,587.67,556.93,516.50,466.19,799.26,431.07,36.33,4.52,45.00,"50,17",B,51,626,101,16.13
17073,170736,Fornells de la Selva,Costa Brava,Girona,483085.811473078,4641975.10178305,63.00,7.88,2670.00,50791.00,16150.00,6.44,13.30,757.12,735.68,844.84,644.03,628.01,602.78,25.60,0.88,8.00,"11,75",B,5,828,7,0.85
17074,170741,Fortià,Costa Brava,Girona,500506.083012059,4676815.64486101,37.00,6.17,787.00,33861.00,12087.00,17.92,18.80,,487.19,,527.50,453.89,,NA,1.75,6.00,"10,76",B,2,,6,NA
17075,170754,Garrigàs,Costa Brava,Girona,413404.725317151,4694235.91639999,84.00,8.40,451.00,38792.00,13803.00,10.42,16.70,810.00,,625.26,664.09,,888.75,-8.86,3.92,10.00,"19,89",B,14,,18,NA
17076,170767,Garrigoles,Costa Brava,Girona,471472.297113756,4671008.88768135,35.00,4.38,167.00,31245.00,12101.00,14.37,23.90,,,,687.50,,,NA,07.02,8.00,"9,4",B,9,,24,NA
17077,170773,Garriguella,Costa Brava,Girona,500506.083012059,4688429.15922033,192.00,7.11,853.00,31470.00,11454.00,22.16,21.30,571.43,480.45,430.00,558.33,586.93,622.56,-8.21,5.81,27.00,"21,01",B,30,,48,NA
17079,170792,Girona,Costa Brava,Girona,483085.811473078,4647781.85896271,201.00,4.25,103369.00,35968.00,13527.00,25.23,15.50,637.97,634.23,597.75,561.03,515.46,485.63,31.37,1,473.00,"38,95",B,631,38245,845,2.21
17081,170813,Gualta,Costa Brava,Girona,512119.59737138,4653588.61614237,112.00,7.47,402.00,35120.00,10850.00,24.88,18.80,,,,,,,NA,6.85,15.00,"9,02",B,18,,44,NA
17083,170834,Hostalric,Costa Brava,Girona,465665.539934096,4624554.83024407,24.00,8.00,4291.00,30273.00,11464.00,15.38,17.30,470.32,482.95,451.39,435.13,425.57,388.30,21.12,0.14,3.00,"3,4",B,5,1612,5,0.31
17085,170852,Jafre,Costa Brava,Girona,459858.782754435,4671008.88768135,18.00,4.50,387.00,38758.00,13913.00,13.44,26.40,,,,,,,NA,2.26,4.00,"6,64",B,6,,6,NA
17086,170865,"Jonquera, La",Costa Brava,Girona,488892.568652738,4700042.67357965,0.00,,3320.00,34962.00,11964.00,42.74,14.60,445.49,434.33,441.38,434.20,424.83,405.17,9.95,0,0.00,"56,93",B,0,1222,2,0.16
17087,170871,Juià,Costa Brava,Girona,465665.539934096,4659395.37332203,6.00,6.00,319.00,44649.00,14062.00,11.60,21.50,,,578.13,,,,NA,0.69,1.00,"8,36",B,1,,2,NA
17088,170887,Lladó,Costa Brava,Girona,430824.996856133,4694235.91639999,58.00,7.25,844.00,35562.00,12006.00,10.31,16.30,518.57,580.77,648.75,571.25,475.27,560.58,-7.49,02.06,8.00,"13,5",B,10,,18,NA
17089,170890,Llagostera,Costa Brava,Girona,488892.568652738,4630361.58742373,234.00,08.07,8647.00,29181.00,11098.00,18.69,16.80,477.62,504.53,492.36,413.95,414.80,377.86,26.40,0.65,29.00,"76,38",B,48,3104,74,2.38
17090,170904,Llambilles,Costa Brava,Girona,488892.568652738,4641975.10178305,30.00,4.29,713.00,47437.00,15333.00,5.61,17.30,,,,,,,NA,1.79,7.00,"14,82",B,8,,9,NA
17092,170926,Llançà,Costa Brava,Girona,512119.59737138,4688429.15922033,3.562.00,5.24,4775.00,27339.00,11971.00,16.40,22.70,491.30,492.40,474.39,458.83,454.67,427.38,14.96,7.62,680.00,"27,98",B,670,2063,1248,60.49
17093,170932,Llers,Costa Brava,Girona,477279.054293417,4688429.15922033,25.00,4.17,1237.00,38230.00,13179.00,12.85,20.90,563.33,505.00,584.64,491.90,506.81,505.19,11.51,1.29,6.00,"21,28",B,10,420,12,2.86
17095,170950,Lloret de Mar,Costa Brava,Girona,488892.568652738,4618748.07306441,13.013.00,6.46,39089.00,25229.00,9596.00,41.33,13.80,524.82,524.20,485.73,449.11,424.85,415.12,26.43,8.56,2015.00,"48,42",B,2138,15541,3952,25.43
17102,171024,Maçanet de Cabrenys,Costa Brava,Girona,355337.153520546,4729076.45947796,134.00,7.44,698.00,28048.00,12706.00,13.32,29.80,432.50,447.14,460.71,383.33,455.71,477.29,-9.38,2.93,18.00,"67,91",B,13,,21,NA
17103,171030,Maçanet de la Selva,Costa Brava,Girona,477279.054293417,4624554.83024407,842.00,8.25,7066.00,28864.00,10754.00,14.14,18.00,595.72,568.98,559.39,536.06,487.40,496.50,19.98,2.64,102.00,"45,58",B,104,2660,241,09.06
17097,170979,Madremanya,Costa Brava,Girona,494699.325832399,4647781.85896271,55.00,6.11,288.00,37186.00,12928.00,12.85,20.50,,,,,,,NA,6.21,9.00,"13,63",B,8,,14,NA
17100,171002,Masarac,Costa Brava,Girona,494699.325832399,4688429.15922033,18.00,4.50,288.00,34034.00,12423.00,22.22,22.80,555.00,517.14,546.43,,,,NA,2.9,4.00,"12,55",B,4,,6,NA
17101,171019,Massanes,Costa Brava,Girona,471472.297113756,4624554.83024407,58.00,8.29,796.00,27834.00,10679.00,7.29,19.90,,383.76,527.31,,,392.50,-2.23,1.57,7.00,"26,04",B,8,,11,NA
17106,171061,Mollet de Peralada,Costa Brava,Girona,488892.568652738,4694235.91639999,31.00,15.50,198.00,27942.00,11630.00,11.62,29.50,489.29,,,,,448.33,9.14,1.46,2.00,"6,04",B,6,,6,NA
17110,171100,Mont-ras,Costa Brava,Girona,512119.59737138,4636168.34460339,228.00,8.14,1680.00,35512.00,11957.00,11.90,20.40,616.67,,928.57,584.38,808.86,920.00,-32.97,3.87,28.00,"12,36",B,26,634,56,8.83
17111,171117,Navata,Costa Brava,Girona,442438.511215454,4688429.15922033,205.00,7.32,1427.00,36602.00,13464.00,15.77,17.70,830.84,655.65,669.43,596.72,584.03,624.00,33.15,3.72,28.00,"18,45",B,32,497,67,13.48
17115,171156,Ordis,Costa Brava,Girona,483085.811473078,4676815.64486101,14.00,7.00,361.00,37503.00,12765.00,7.76,22.80,,,,,,,NA,1.23,2.00,"8,55",B,12,,16,NA
17116,171169,Osor,Costa Brava,Girona,459858.782754435,4641975.10178305,81.00,05.06,428.00,26398.00,12070.00,10.51,23.20,447.50,365.63,379.17,388.33,,,NA,4.8,16.00,"52,07",B,11,,13,NA
17117,171175,Palafrugell,Costa Brava,Girona,506312.84019172,4636168.34460339,7.744.00,5.88,23244.00,27657.00,10176.00,26.18,17.80,506.92,501.64,482.92,439.29,404.70,391.10,29.61,7.73,1318.00,"26,89",B,965,8349,2438,29.20
17118,171181,Palamós,Costa Brava,Girona,506312.84019172,4630361.58742373,3.182.00,5.39,18135.00,29845.00,11483.00,19.86,19.80,598.18,595.65,545.19,506.58,484.41,467.15,28.05,4.92,590.00,14,B,499,7358,776,10.55
17119,171194,Palau de Santa Eulàlia,Costa Brava,Girona,494699.325832399,4671008.88768135,0.00,,90.00,,,6.67,.,,,,,,,NA,0,0.00,"8,44",B,1,,2,NA
17121,171215,Palau-sator,Costa Brava,Girona,506312.84019172,4647781.85896271,83.00,5.93,310.00,35931.00,13474.00,15.81,23.00,,,,,,,NA,6.19,14.00,"12,54",B,20,,36,NA
17120,171208,Palau-saverdera,Costa Brava,Girona,512119.59737138,4682622.40204067,353.00,6.66,1456.00,31341.00,11537.00,29.53,20.30,630.00,559.29,531.43,,490.63,486.02,29.62,6.68,53.00,"16,45",B,63,576,113,19.62
17123,171236,Palol de Revardit,Costa Brava,Girona,454052.025574775,4665202.13050169,11.00,5.50,448.00,40661.00,13234.00,5.80,21.90,,,,,,,NA,01.09,2.00,"17,84",B,0,,0,NA
17124,171241,Pals,Costa Brava,Girona,512119.59737138,4647781.85896271,3.751.00,5.71,2395.00,32153.00,12818.00,24.26,22.80,550.00,656.66,962.00,623.61,558.18,495.00,11.11,16.19,657.00,"25,77",B,567,1043,1228,117.74
17126,171267,Parlavà,Costa Brava,Girona,500506.083012059,4653588.61614237,92.00,07.08,391.00,35068.00,13796.00,5.63,25.10,,,771.43,,,,NA,5.42,13.00,"6,18",B,12,,24,NA
17128,171289,Pau,Costa Brava,Girona,506312.84019172,4682622.40204067,151.00,6.57,557.00,28808.00,11373.00,28.55,25.30,,,,,,,NA,8.21,23.00,"10,7",B,27,,34,NA
17129,171292,Pedret i Marzà,Costa Brava,Girona,477279.054293417,4694235.91639999,61.00,12.20,191.00,34615.00,12781.00,14.14,17.90,,,,,,,NA,6.85,5.00,"8,65",B,10,,11,NA
17130,171306,"Pera, La",Costa Brava,Girona,488892.568652738,4653588.61614237,67.00,7.44,435.00,38890.00,13820.00,10.34,23.60,,686.67,,,,,NA,3.53,9.00,"11,54",B,10,,15,NA
17132,171328,Peralada,Costa Brava,Girona,500506.083012059,4682622.40204067,210.00,8.40,1898.00,39867.00,14689.00,16.02,20.40,648.16,633.13,609.37,614.36,639.36,621.37,4.31,3.46,25.00,"43,61",B,34,685,65,9.49
17135,171352,Pont de Molins,Costa Brava,Girona,483085.811473078,4688429.15922033,32.00,6.40,516.00,33153.00,12766.00,14.15,19.10,,416.25,465.00,405.71,411.67,389.17,6.96,02.09,5.00,"8,66",B,3,,4,NA
17136,171365,Pontós,Costa Brava,Girona,471472.297113756,4676815.64486101,126.00,11.45,260.00,31612.00,12250.00,14.23,22.30,,,,607.14,,,NA,7.48,11.00,"13,55",B,10,,16,NA
17137,171371,Porqueres,Costa Brava,Girona,471472.297113756,4665202.13050169,155.00,8.61,4677.00,38835.00,13199.00,8.10,17.20,647.58,575.42,635.77,531.25,451.21,453.86,42.68,01.09,18.00,"33,71",M,23,1561,44,2.82
17140,171404,"Port de la Selva, El",Costa Brava,Girona,517926.354551041,4688429.15922033,1.018.00,5.99,958.00,30308.00,14372.00,25.78,26.40,574.23,489.70,553.65,484.83,479.61,425.33,35.01,8.13,170.00,"41,62",B,145,,256,NA
17138,171387,Portbou,Costa Brava,Girona,500506.083012059,4700042.67357965,156.00,5.57,1063.00,28670.00,14182.00,19.00,34.00,404.58,329.79,344.00,283.75,380.56,,NA,2.5,28.00,"9,22",B,28,594,37,6.23
17142,171426,Quart,Costa Brava,Girona,488892.568652738,4647781.85896271,46.00,7.67,3798.00,41319.00,14069.00,7.35,13.60,637.96,637.92,676.28,582.17,542.70,590.43,08.05,0.46,6.00,"38,05",B,12,1197,27,2.26
17143,171432,Rabós,Costa Brava,Girona,500506.083012059,4694235.91639999,45.00,5.63,184.00,24644.00,11630.00,16.30,29.00,,,,,541.67,658.33,-17.72,4.55,8.00,"45,1",B,14,,22,NA
17144,171447,Regencós,Costa Brava,Girona,512119.59737138,4641975.10178305,121.00,7.12,276.00,34411.00,13097.00,13.77,24.50,,,,,,,NA,10.24,17.00,"6,23",B,14,,30,NA
17146,171463,Riells i Viabrea,Costa Brava,Girona,459858.782754435,4624554.83024407,82.00,7.45,4153.00,31341.00,11707.00,9.87,14.30,632.35,650.00,652.24,589.79,523.26,542.50,16.56,0.48,11.00,"26,98",B,12,1458,15,01.03
17148,171485,Riudarenes,Costa Brava,Girona,471472.297113756,4630361.58742373,191.00,14.69,2204.00,31700.00,12115.00,14.47,18.00,544.36,587.79,568.67,510.00,493.68,532.37,2.25,01.07,13.00,"47,6",B,20,767,46,6.00
17150,171501,Riudellots de la Selva,Costa Brava,Girona,471472.297113756,4636168.34460339,0.00,,2071.00,40833.00,13856.00,15.69,16.00,734.41,572.69,569.75,592.11,520.42,440.05,66.89,0,0.00,"13,25",B,3,696,13,1.87
17151,171518,Riumors,Costa Brava,Girona,494699.325832399,4676815.64486101,48.00,6.00,246.00,31692.00,11135.00,14.23,24.00,,548.13,,567.50,511.43,,NA,4.88,8.00,"6,54",B,4,,6,NA
17152,171523,Roses,Costa Brava,Girona,517926.354551041,4676815.64486101,13.292.00,5.14,19807.00,25502.00,10009.00,33.80,17.80,519.89,490.24,481.24,470.23,440.35,454.62,14.36,10.05,2585.00,"45,95",B,2203,7849,4652,59.27
17153,171539,Rupià,Costa Brava,Girona,494699.325832399,4653588.61614237,94.00,7.83,273.00,36875.00,14035.00,15.75,23.50,693.33,,,,,,NA,6.78,12.00,"5,29",B,11,,16,NA
17155,171557,Salt,Costa Brava,Girona,477279.054293417,4647781.85896271,35.00,2.69,32138.00,27372.00,8586.00,40.34,12.60,504.12,495.17,455.98,392.63,390.37,376.35,33.95,0.12,13.00,"6,59",B,12,10276,13,0.13
17157,171576,Sant Andreu Salou,Costa Brava,Girona,483085.811473078,4636168.34460339,10.00,10.00,160.00,48924.00,14740.00,8.12,24.40,,,,,,,NA,0.59,1.00,"5,97",B,8,,14,NA
17158,171582,Sant Climent Sescebes,Costa Brava,Girona,494699.325832399,4694235.91639999,33.00,5.50,707.00,25896.00,12549.00,15.28,20.20,550.71,513.08,430.56,469.69,447.47,387.50,42.12,2.63,6.00,"24,37",B,10,,17,NA
17159,171595,Sant Feliu de Buixalleu,Costa Brava,Girona,465665.539934096,4630361.58742373,78.00,9.75,797.00,36770.00,12883.00,8.78,20.30,,597.92,525.45,646.43,932.86,535.00,11.76,1.42,8.00,"61,96",B,10,,26,NA
17160,171609,Sant Feliu de Guíxols,Costa Brava,Girona,500506.083012059,4624554.83024407,3.657.00,5.74,22097.00,27300.00,10701.00,22.22,19.70,584.40,571.01,535.23,500.09,464.26,458.74,27.39,4.14,637.00,"16,18",B,620,8383,1001,11.94
17163,171637,Sant Gregori,Costa Brava,Girona,465665.539934096,4653588.61614237,103.00,12.88,3928.00,46346.00,15432.00,06.06,15.30,763.29,680.43,711.54,669.17,646.61,501.64,52.16,0.6,8.00,"48,92",B,11,1100,26,2.36
17164,171642,Sant Hilari Sacalm,Costa Brava,Girona,454052.025574775,4641975.10178305,92.00,6.13,5703.00,29548.00,11460.00,16.78,21.10,389.12,371.05,347.83,335.88,328.84,315.90,23.18,0.49,15.00,"83,28",B,17,2303,22,0.96
17168,171680,Sant Joan de Mollet,Costa Brava,Girona,436631.754035793,4671008.88768135,2.00,2.00,498.00,36759.00,12866.00,9.24,19.70,1000.00,586.37,681.57,,1068.57,,NA,0.47,1.00,"3,15",B,4,,4,NA
17166,171668,Sant Jordi Desvalls,Costa Brava,Girona,454052.025574775,4671008.88768135,118.00,6.56,760.00,34635.00,12465.00,13.16,21.60,548.53,585.79,455.87,521.86,505.00,434.73,26.18,5.34,18.00,"11,72",B,11,,15,NA
17169,171693,Sant Julià de Ramis,Costa Brava,Girona,471472.297113756,4659395.37332203,49.00,8.17,3576.00,40402.00,13737.00,10.79,13.20,670.00,641.89,592.98,640.38,582.33,536.05,24.99,0.45,6.00,"18,85",B,6,1232,8,0.65
17903,179032,Sant Julià del Llor i Bonmatí,Costa Brava,Girona,465665.539934096,4647781.85896271,8.00,4.00,1313.00,31637.00,12185.00,16.98,15.20,471.44,436.80,466.44,383.33,474.33,326.15,44.55,0.34,2.00,"9,73",B,1,477,2,0.42
17171,171714,Sant Llorenç de la Muga,Costa Brava,Girona,343723.639161225,4729076.45947796,27.00,9.00,265.00,26584.00,11345.00,23.77,21.80,491.67,,407.14,475.00,,384.29,27.94,1.14,3.00,"31,84",B,6,,10,NA
17172,171729,Sant Martí de Llémena,Costa Brava,Girona,448245.268395114,4659395.37332203,72.00,8.00,641.00,36373.00,13216.00,11.23,13.40,1037.00,,,720.25,621.88,,NA,2.67,9.00,"43,1",B,19,,31,NA
17173,171735,Sant Martí Vell,Costa Brava,Girona,477279.054293417,4653588.61614237,28.00,7.00,251.00,39158.00,12366.00,16.33,23.00,,,,,,,NA,3.42,4.00,"17,52",B,5,,8,NA
17174,171740,Sant Miquel de Campmajor,Costa Brava,Girona,413404.725317151,4682622.40204067,52.00,10.40,229.00,35847.00,11686.00,11.35,20.60,,,,,,,NA,4.72,5.00,"33,62",M,5,,10,NA
17175,171753,Sant Miquel de Fluvià,Costa Brava,Girona,436631.754035793,4688429.15922033,83.00,9.22,761.00,27511.00,9929.00,15.77,18.70,658.33,653.33,663.08,,,,NA,2.41,9.00,"3,51",B,5,,7,NA
17176,171766,Sant Mori,Costa Brava,Girona,483085.811473078,4671008.88768135,74.00,8.22,166.00,45400.00,16899.00,21.69,22.00,,,,,,,NA,5.73,9.00,"7,53",B,13,,28,NA
17178,171788,Sant Pere Pescador,Costa Brava,Girona,506312.84019172,4671008.88768135,685.00,06.06,2090.00,28655.00,10746.00,38.33,16.50,463.03,444.51,448.90,402.02,412.01,380.24,21.77,6.91,113.00,"18,42",B,105,790,222,28.10
17180,171805,Santa Coloma de Farners,Costa Brava,Girona,459858.782754435,4636168.34460339,111.00,7.93,13363.00,32897.00,11841.00,21.28,16.20,509.00,493.90,481.32,467.88,416.82,403.73,26.07,0.24,14.00,"70,64",B,19,4700,39,0.83
17181,171812,Santa Cristina d'Aro,Costa Brava,Girona,488892.568652738,4624554.83024407,1.425.00,7.46,5287.00,32923.00,12319.00,22.07,17.00,777.02,675.85,580.55,584.56,505.27,504.98,53.87,5.25,191.00,"67,44",B,211,2062,404,19.59
17182,171827,Santa Llogaia d'Àlguema,Costa Brava,Girona,436631.754035793,4694235.91639999,14.00,14.00,368.00,30391.00,10019.00,6.52,14.70,,,,,416.43,508.33,-18.08,0.69,1.00,"1,94",B,1,,1,NA
17186,171864,Sarrià de Ter,Costa Brava,Girona,471472.297113756,4653588.61614237,2.00,2.00,5229.00,34031.00,12730.00,11.38,16.80,602.99,590.17,562.13,573.60,518.33,506.57,19.03,0.05,1.00,"4,25",M,1,1925,1,0.05
17187,171870,"Saus, Camallera i Llampaies",Costa Brava,Girona,459858.782754435,4676815.64486101,235.00,8.10,856.00,35447.00,12890.00,12.97,21.80,652.70,655.00,,463.75,570.83,587.14,11.17,6.52,29.00,"11,36",B,40,,75,NA
17188,171886,"Selva de Mar, La",Costa Brava,Girona,517926.354551041,4682622.40204067,70.00,4.67,195.00,27980.00,12996.00,12.31,30.30,,,510.71,,,,NA,5.62,15.00,"7,19",B,17,,23,NA
17190,171903,Serinyà,Costa Brava,Girona,448245.268395114,4676815.64486101,54.00,9.00,1133.00,34448.00,12504.00,9.80,18.60,503.33,531.82,518.31,510.00,398.57,437.35,15.09,1.22,6.00,"17,2",M,18,425,20,4.71
17191,171910,Serra de Daró,Costa Brava,Girona,483085.811473078,4659395.37332203,16.00,8.00,222.00,36214.00,12244.00,16.22,21.90,,,,,,,NA,1.64,2.00,"7,91",B,14,,17,NA
17193,171931,Sils,Costa Brava,Girona,477279.054293417,4630361.58742373,497.00,10.80,6219.00,31589.00,11776.00,13.47,15.60,579.47,568.62,468.65,505.46,486.38,491.43,17.92,1.75,46.00,"29,91",B,57,2126,149,07.01
17052,170524,Siurana,Costa Brava,Girona,488892.568652738,4676815.64486101,35.00,5.83,171.00,38416.00,14794.00,9.36,24.80,,,,,,,NA,8.22,6.00,"10,53",B,4,,9,NA
17194,171946,Susqueda,Costa Brava,Girona,448245.268395114,4653588.61614237,24.00,6.00,93.00,,,13.98,.,,,,,,,NA,5.13,4.00,"50,56",B,0,,5,NA
17195,171959,"Tallada d'Empordà, La",Costa Brava,Girona,500506.083012059,4659395.37332203,119.00,7.93,454.00,37614.00,14105.00,10.13,23.10,,,,,,,NA,5.36,15.00,"16,56",B,21,,39,NA
17196,171962,Terrades,Costa Brava,Girona,326303.367622243,4734883.21665762,30.00,3.33,338.00,36035.00,12398.00,11.24,18.50,546.25,,638.18,,583.33,,NA,6.12,9.00,"20,96",B,6,,7,NA
17197,171978,Torrent,Costa Brava,Girona,500506.083012059,4636168.34460339,35.00,8.75,164.00,32227.00,12851.00,11.59,24.80,,,,,,,NA,2.94,4.00,"7,96",B,5,,7,NA
17198,171984,Torroella de Fluvià,Costa Brava,Girona,500506.083012059,4671008.88768135,190.00,07.04,703.00,29232.00,11769.00,27.60,15.50,660.00,587.50,660.34,577.81,441.70,601.54,9.72,5.87,27.00,"16,85",B,28,,51,NA
17199,171997,Torroella de Montgrí,Costa Brava,Girona,512119.59737138,4659395.37332203,6.264.00,5.30,11836.00,29360.00,10978.00,30.00,17.70,505.23,541.34,499.79,471.52,449.53,418.16,20.82,10.69,1181.00,"65,88",B,1129,4404,2481,56.34
17202,172023,Tossa de Mar,Costa Brava,Girona,494699.325832399,4618748.07306441,4.677.00,5.57,5818.00,27380.00,11528.00,26.88,18.80,557.58,549.55,512.00,488.37,482.11,436.78,27.66,14.16,839.00,"38,49",B,770,2458,1403,57.08
17204,172044,Ullà,Costa Brava,Girona,494699.325832399,4659395.37332203,66.00,05.08,1177.00,28987.00,9559.00,34.75,13.50,490.33,627.33,493.20,509.85,400.76,559.63,-12.38,2.83,13.00,"7,29",B,15,335,26,7.76
17205,172057,Ullastret,Costa Brava,Girona,494699.325832399,4641975.10178305,79.00,6.58,274.00,37938.00,12602.00,9.85,19.90,,,,,,,NA,7.41,12.00,"11,09",B,14,2632,28,01.06
17203,172039,Ultramort,Costa Brava,Girona,488892.568652738,4659395.37332203,32.00,5.33,225.00,36822.00,12274.00,8.00,25.80,,,,,,,NA,5.56,6.00,"4,35",B,5,,8,NA
17014,170144,"Vajol, La",Costa Brava,Girona,361143.910700207,4729076.45947796,38.00,19.00,89.00,,,30.34,.,,,,,,,NA,2.63,2.00,"4,71",B,7,,7,NA
17209,172095,Vall-llobrega,Costa Brava,Girona,494699.325832399,4630361.58742373,196.00,8.17,897.00,37229.00,11902.00,12.26,10.40,,585.00,,,,,NA,04.02,24.00,"5,47",B,25,,47,NA
17210,172109,Ventalló,Costa Brava,Girona,488892.568652738,4671008.88768135,205.00,6.41,846.00,33357.00,12539.00,17.73,21.20,846.15,609.50,535.63,493.61,516.82,521.87,62.14,5.33,32.00,"25,05",B,39,,53,NA
17211,172116,Verges,Costa Brava,Girona,477279.054293417,4665202.13050169,43.00,8.60,1169.00,30789.00,11569.00,14.37,23.80,497.08,487.32,461.79,448.74,433.26,453.44,9.62,0.78,5.00,"9,7",B,12,451,20,4.43
17213,172137,Vidreres,Costa Brava,Girona,483085.811473078,4624554.83024407,153.00,8.36,7951.00,31158.00,11486.00,16.17,17.40,641.04,580.62,591.62,490.53,499.62,483.37,32.62,4.8,183.00,"48,05",B,191,2832,471,16.63
17230,172305,Vila-sacra,Costa Brava,Girona,361143.910700207,4723269.7022983,0.00,,758.00,32646.00,12110.00,16.75,17.70,572.69,481.18,498.18,510.00,450.10,448.33,27.74,0,0.00,"6,03",B,2,,4,NA
17214,172142,Vilabertran,Costa Brava,Girona,494699.325832399,4682622.40204067,4.00,2.00,993.00,35234.00,12043.00,9.26,21.60,460.00,565.00,499.29,495.31,520.56,481.94,-4.55,0.49,2.00,"2,29",B,6,,8,NA
17215,172155,Vilablareix,Costa Brava,Girona,471472.297113756,4641975.10178305,8.00,8.00,3063.00,44227.00,14838.00,3.85,15.20,750.24,727.00,644.29,632.65,641.88,609.59,23.07,0.12,1.00,"6,14",M,2,836,2,0.24
17217,172174,Viladamat,Costa Brava,Girona,500506.083012059,4665202.13050169,140.00,6.67,458.00,32711.00,12258.00,10.04,22.70,,,,,,,NA,8.17,21.00,"11,73",B,16,,32,NA
17216,172168,Viladasens,Costa Brava,Girona,442438.511215454,4676815.64486101,40.00,13.33,206.00,86006.00,30210.00,12.14,20.10,,,,,,,NA,3.41,3.00,"15,74",B,2,,3,NA
17218,172180,Vilademuls,Costa Brava,Girona,465665.539934096,4671008.88768135,200.00,11.11,835.00,40316.00,12428.00,16.41,19.30,691.25,684.71,614.29,625.38,642.86,607.14,13.85,2.88,18.00,"62,17",M,26,,54,NA
17221,172214,Vilafant,Costa Brava,Girona,465665.539934096,4688429.15922033,34.00,8.50,5421.00,36849.00,12148.00,8.39,16.80,582.34,591.90,523.18,528.56,508.96,532.42,9.38,0.2,4.00,"8,36",B,5,1844,9,0.49
17223,172235,Vilajuïga,Costa Brava,Girona,506312.84019172,4688429.15922033,87.00,6.21,1116.00,29901.00,11873.00,13.71,17.00,490.93,445.00,433.14,423.08,421.01,414.36,18.48,2.52,14.00,"13,13",B,13,457,18,3.94
17225,172253,Vilamacolum,Costa Brava,Girona,471472.297113756,4682622.40204067,46.00,7.67,377.00,32090.00,11745.00,29.97,22.10,,,,381.25,,,NA,3.97,6.00,"5,57",B,6,,8,NA
17226,172266,Vilamalla,Costa Brava,Girona,454052.025574775,4688429.15922033,8.00,8.00,1161.00,35512.00,11376.00,9.30,18.10,530.63,508.08,503.18,638.27,577.22,382.87,38.59,0.24,1.00,"8,77",B,2,387,2,0.52
17227,172272,Vilamaniscle,Costa Brava,Girona,506312.84019172,4694235.91639999,64.00,4.57,212.00,28768.00,10840.00,19.81,17.50,,,,,,,NA,11.76,14.00,"5,46",B,16,,27,NA
17228,172288,Vilanant,Costa Brava,Girona,366950.667879867,4717462.94511864,108.00,8.31,386.00,37907.00,13339.00,10.10,18.80,600.00,,563.50,586.00,535.00,,NA,6.44,13.00,"16,87",B,11,,22,NA
17222,172229,Vilaür,Costa Brava,Girona,355337.153520546,4711656.18793898,96.00,10.67,158.00,41901.00,14754.00,14.56,19.70,,,,,,,NA,9.89,9.00,"5,49",B,15,,27,NA
17233,172333,Vilobí d'Onyar,Costa Brava,Girona,465665.539934096,4636168.34460339,73.00,10.43,3333.00,37360.00,12874.00,13.08,16.80,538.23,612.44,547.79,513.78,462.14,485.05,10.96,0.53,7.00,"32,59",B,11,1155,18,1.56
17232,172327,Vilopriu,Costa Brava,Girona,488892.568652738,4665202.13050169,86.00,6.14,204.00,34099.00,13777.00,12.75,25.30,,,,,,,NA,8.19,14.00,"16,38",B,14,,17,NA
43001,430017,Aiguamúrcia,Costa Daurada,Tarragona,361143.910700207,4583907.52998644,61.00,7.63,930.00,26063.00,10614.00,10.22,21.50,448.18,458.08,384.09,400.40,386.29,445.00,0.71,0.94,8.00,"72,93",B,9,,18,NA
43002,430022,Albinyana,Costa Daurada,Tarragona,372757.425059528,4566487.25844746,13.00,4.33,2468.00,27778.00,10256.00,9.60,20.70,593.13,536.94,531.90,514.17,477.06,419.48,41.40,0.17,3.00,"19,37",B,11,899,14,1.56
43003,430038,"Albiol, L'",Costa Daurada,Tarragona,332110.124801904,4566487.25844746,68.00,7.56,500.00,38009.00,13799.00,7.80,14.30,,,,,,,NA,3.56,9.00,"20,34",B,10,,16,NA
43005,430056,Alcover,Costa Daurada,Tarragona,337916.881981564,4566487.25844746,56.00,6.22,5144.00,30996.00,11570.00,12.79,17.30,410.97,428.94,394.60,419.60,439.67,377.03,9.00,0.36,9.00,46,B,12,1988,23,1.16
43007,430075,"Aleixar, L'",Costa Daurada,Tarragona,326303.367622243,4560680.5012678,48.00,8.00,893.00,29967.00,11761.00,13.33,17.40,410.00,411.38,,340.00,376.00,,NA,0.94,6.00,"26,07",B,11,,18,NA
43009,430094,Alforja,Costa Daurada,Tarragona,320496.610442583,4560680.5012678,98.00,8.17,1783.00,25579.00,10270.00,8.86,18.70,445.28,367.73,386.75,352.50,383.07,314.29,41.68,01.04,12.00,"38,24",B,17,707,23,3.25
